CAT,Day_of_month,Month_of_year,Day_Segment,Longitude,Latitude,Year,Count
OTHER,6,7,1,-122.41,37.798,1,1
OTHER,6,7,1,-122.409,37.756,3,3
OTHER,6,7,1,-122.409,37.758,1,1
OTHER,6,7,1,-122.409,37.791,1,1
OTHER,6,7,1,-122.403,37.775,1,1
OTHER,6,7,1,-122.4,37.795,1,1
OTHER,6,7,1,-122.399,37.733,1,1
OTHER,6,7,1,-122.395,37.786,1,1
OTHER,6,7,2,-122.509,37.775,2,2
OTHER,6,7,2,-122.475,37.725,2,2
OTHER,6,7,2,-122.472,37.731,1,1
OTHER,6,7,2,-122.472,37.777,1,1
OTHER,6,7,2,-122.447,37.753,1,1
OTHER,6,7,2,-122.444,37.766,1,1
OTHER,6,7,2,-122.444,37.775,1,1
OTHER,6,7,2,-122.442,37.72,1,1
OTHER,6,7,2,-122.437,37.773,2,2
OTHER,6,7,2,-122.429,37.756,1,1
OTHER,6,7,2,-122.424,37.788,1,1
OTHER,6,7,2,-122.421,37.754,1,1
OTHER,6,7,2,-122.42,37.767,1,1
OTHER,6,7,2,-122.419,37.759,2,2
OTHER,6,7,2,-122.419,37.785,1,1
OTHER,6,7,2,-122.419,37.786,1,1
OTHER,6,7,2,-122.418,37.752,1,1
OTHER,6,7,2,-122.416,37.76,2,2
OTHER,6,7,2,-122.413,37.78,1,1
OTHER,6,7,2,-122.411,37.766,2,2
OTHER,6,7,2,-122.411,37.796,1,1
OTHER,6,7,2,-122.409,37.763,2,2
OTHER,6,7,2,-122.407,37.758,2,2
OTHER,6,7,2,-122.404,37.777,1,1
OTHER,6,7,2,-122.404,37.785,1,1
OTHER,6,7,2,-122.397,37.773,1,1
OTHER,6,7,2,-122.394,37.761,3,3
OTHER,6,7,2,-122.393,37.761,1,1
OTHER,6,8,0,-122.491,37.761,1,1
OTHER,6,8,0,-122.483,37.752,1,1
OTHER,6,8,0,-122.464,37.717,1,1
OTHER,6,8,0,-122.455,37.788,1,1
OTHER,6,8,0,-122.438,37.775,1,1
OTHER,6,8,0,-122.435,37.797,1,1
OTHER,6,8,0,-122.433,37.766,1,1
OTHER,6,8,0,-122.433,37.784,1,1
OTHER,6,8,0,-122.422,37.743,1,1
OTHER,6,8,0,-122.42,37.768,1,1
OTHER,6,8,0,-122.419,37.785,1,1
OTHER,6,8,0,-122.415,37.769,2,2
OTHER,6,8,0,-122.415,37.779,2,2
OTHER,6,8,0,-122.413,37.784,1,1
OTHER,6,8,0,-122.409,37.781,1,1
OTHER,6,8,0,-122.408,37.724,1,1
OTHER,6,8,0,-122.406,37.791,1,1
OTHER,6,8,0,-122.403,37.73,1,1
OTHER,6,8,0,-122.403,37.775,1,1
OTHER,6,8,0,-122.403,37.793,1,1
OTHER,6,8,0,-122.4,37.778,1,1
OTHER,6,8,1,-122.509,37.78,3,3
OTHER,6,8,1,-122.507,37.744,1,1
OTHER,6,8,1,-122.492,37.781,1,1
OTHER,6,8,1,-122.476,37.785,1,1
OTHER,6,8,1,-122.475,37.727,1,1
OTHER,6,8,1,-122.469,37.763,1,1
OTHER,6,8,1,-122.463,37.711,2,2
OTHER,6,8,1,-122.455,37.78,1,1
OTHER,6,8,1,-122.444,37.713,1,1
OTHER,6,8,1,-122.441,37.716,1,1
OTHER,6,8,1,-122.432,37.755,1,1
OTHER,6,8,1,-122.426,37.761,2,2
OTHER,6,8,1,-122.423,37.796,1,1
OTHER,6,8,1,-122.421,37.76,1,1
OTHER,6,8,1,-122.414,37.776,1,1
OTHER,6,8,1,-122.414,37.78,1,1
OTHER,6,8,1,-122.413,37.784,1,1
OTHER,6,8,1,-122.412,37.749,2,2
OTHER,6,8,1,-122.411,37.76,1,1
OTHER,6,8,1,-122.41,37.799,1,1
OTHER,6,8,1,-122.409,37.78,1,1
OTHER,6,8,1,-122.407,37.756,1,1
OTHER,6,8,1,-122.405,37.748,1,1
OTHER,6,8,1,-122.403,37.775,1,1
OTHER,6,8,1,-122.402,37.782,1,1
OTHER,6,8,1,-122.397,37.794,1,1
OTHER,6,8,1,-122.392,37.721,1,1
OTHER,6,8,2,-122.494,37.742,1,1
OTHER,6,8,2,-122.462,37.752,1,1
OTHER,6,8,2,-122.443,37.729,1,1
OTHER,6,8,2,-122.437,37.772,1,1
OTHER,6,8,2,-122.431,37.72,1,1
OTHER,6,8,2,-122.422,37.763,2,2
OTHER,6,8,2,-122.421,37.767,2,2
OTHER,6,8,2,-122.418,37.756,2,2
OTHER,6,8,2,-122.418,37.786,1,1
OTHER,6,8,2,-122.413,37.735,1,1
OTHER,6,8,2,-122.413,37.787,1,1
OTHER,6,8,2,-122.411,37.711,1,1
OTHER,6,8,2,-122.41,37.79,1,1
OTHER,6,8,2,-122.407,37.745,1,1
OTHER,6,8,2,-122.407,37.78,1,1
OTHER,6,8,2,-122.407,37.783,1,1
OTHER,6,8,2,-122.403,37.775,2,2
OTHER,6,8,2,-122.399,37.732,1,1
OTHER,6,8,2,-122.397,37.788,1,1
OTHER,6,9,0,-122.511,37.771,1,1
OTHER,6,9,0,-122.472,37.752,1,1
OTHER,6,9,0,-122.464,37.78,2,2
OTHER,6,9,0,-122.452,37.726,1,1
OTHER,6,9,0,-122.445,37.757,1,1
OTHER,6,9,0,-122.443,37.769,1,1
OTHER,6,9,0,-122.437,37.776,1,1
OTHER,6,9,0,-122.435,37.785,1,1
OTHER,6,9,0,-122.433,37.767,1,1
OTHER,6,9,0,-122.421,37.743,1,1
OTHER,6,9,0,-122.42,37.768,1,1
OTHER,6,9,0,-122.418,37.776,1,1
OTHER,6,9,0,-122.418,37.783,2,2
OTHER,6,9,0,-122.417,37.71,1,1
OTHER,6,9,0,-122.416,37.777,1,1
OTHER,6,9,0,-122.415,37.761,1,1
OTHER,6,9,0,-122.414,37.784,1,1
OTHER,6,9,0,-122.413,37.776,1,1
OTHER,6,9,0,-122.413,37.789,1,1
OTHER,6,9,0,-122.411,37.769,1,1
OTHER,6,9,0,-122.41,37.78,1,1
OTHER,6,9,0,-122.409,37.781,1,1
OTHER,6,9,0,-122.408,37.784,1,1
OTHER,6,9,0,-122.407,37.756,1,1
OTHER,6,9,0,-122.406,37.779,1,1
OTHER,6,9,0,-122.405,37.786,1,1
OTHER,6,9,0,-122.404,37.754,1,1
OTHER,6,9,0,-122.403,37.775,3,3
OTHER,6,9,0,-122.402,37.789,3,3
OTHER,6,9,0,-122.401,37.764,2,2
OTHER,6,9,0,-122.398,37.772,1,1
OTHER,6,9,0,-122.398,37.777,1,1
OTHER,6,9,0,-122.398,37.779,1,1
OTHER,6,9,0,-122.397,37.786,1,1
OTHER,6,9,1,-122.506,37.737,1,1
OTHER,6,9,1,-122.505,37.78,1,1
OTHER,6,9,1,-122.491,37.742,1,1
OTHER,6,9,1,-122.474,37.785,1,1
OTHER,6,9,1,-122.47,37.782,1,1
OTHER,6,9,1,-122.465,37.783,1,1
OTHER,6,9,1,-122.443,37.722,1,1
OTHER,6,9,1,-122.442,37.712,1,1
OTHER,6,9,1,-122.435,37.792,1,1
OTHER,6,9,1,-122.432,37.758,1,1
OTHER,6,9,1,-122.424,37.709,1,1
OTHER,6,9,1,-122.422,37.781,2,2
OTHER,6,9,1,-122.422,37.783,1,1
OTHER,6,9,1,-122.422,37.793,1,1
OTHER,6,9,1,-122.42,37.755,1,1
OTHER,6,9,1,-122.417,37.741,1,1
OTHER,6,9,1,-122.417,37.779,1,1
OTHER,6,9,1,-122.417,37.791,1,1
OTHER,6,9,1,-122.416,37.765,1,1
OTHER,6,9,1,-122.414,37.78,2,2
OTHER,6,9,1,-122.413,37.771,1,1
OTHER,6,9,1,-122.413,37.783,4,4
OTHER,6,9,1,-122.411,37.748,1,1
OTHER,6,9,1,-122.411,37.776,1,1
OTHER,6,9,1,-122.411,37.781,2,2
OTHER,6,9,1,-122.41,37.766,1,1
OTHER,6,9,1,-122.404,37.714,1,1
OTHER,6,9,1,-122.403,37.775,1,1
OTHER,6,9,1,-122.403,37.786,1,1
OTHER,6,9,2,-122.439,37.72,1,1
OTHER,6,9,2,-122.439,37.783,2,2
OTHER,6,9,2,-122.436,37.778,1,1
OTHER,6,9,2,-122.429,37.78,1,1
OTHER,6,9,2,-122.428,37.795,1,1
OTHER,6,9,2,-122.424,37.736,1,1
OTHER,6,9,2,-122.424,37.762,1,1
OTHER,6,9,2,-122.422,37.754,1,1
OTHER,6,9,2,-122.422,37.773,2,2
OTHER,6,9,2,-122.418,37.751,1,1
OTHER,6,9,2,-122.418,37.788,1,1
OTHER,6,9,2,-122.417,37.78,1,1
OTHER,6,9,2,-122.415,37.781,2,2
OTHER,6,9,2,-122.41,37.773,3,3
OTHER,6,9,2,-122.41,37.786,1,1
OTHER,6,9,2,-122.408,37.781,1,1
OTHER,6,9,2,-122.408,37.789,1,1
OTHER,6,9,2,-122.407,37.749,1,1
OTHER,6,9,2,-122.407,37.78,1,1
OTHER,6,9,2,-122.407,37.785,1,1
OTHER,6,9,2,-122.406,37.764,1,1
OTHER,6,9,2,-122.403,37.775,2,2
OTHER,6,9,2,-122.396,37.732,1,1
OTHER,6,9,2,-122.393,37.787,1,1
OTHER,6,10,0,-122.49,37.781,1,1
OTHER,6,10,0,-122.467,37.719,1,1
OTHER,6,10,0,-122.459,37.748,1,1
OTHER,6,10,0,-122.459,37.766,1,1
OTHER,6,10,0,-122.437,37.715,1,1
OTHER,6,10,0,-122.426,37.759,1,1
OTHER,6,10,0,-122.425,37.77,1,1
OTHER,6,10,0,-122.424,37.75,1,1
OTHER,6,10,0,-122.423,37.785,1,1
OTHER,6,10,0,-122.422,37.797,1,1
OTHER,6,10,0,-122.421,37.794,1,1
OTHER,6,10,0,-122.417,37.75,1,1
OTHER,6,10,0,-122.414,37.741,1,1
OTHER,6,10,0,-122.413,37.784,1,1
OTHER,6,10,0,-122.41,37.773,1,1
OTHER,6,10,0,-122.407,37.785,1,1
OTHER,6,10,0,-122.407,37.788,1,1
OTHER,6,10,0,-122.407,37.79,1,1
OTHER,6,10,0,-122.405,37.766,1,1
OTHER,6,10,0,-122.404,37.759,1,1
OTHER,6,10,0,-122.403,37.775,1,1
OTHER,6,10,0,-122.401,37.765,1,1
OTHER,6,10,0,-122.4,37.776,1,1
OTHER,6,10,0,-122.398,37.772,1,1
OTHER,6,10,0,-122.398,37.79,1,1
OTHER,6,10,0,-122.397,37.754,1,1
OTHER,6,10,1,-122.5,37.743,1,1
OTHER,6,10,1,-122.493,37.772,3,3
OTHER,6,10,1,-122.492,37.777,1,1
OTHER,6,10,1,-122.471,37.739,1,1
OTHER,6,10,1,-122.463,37.785,1,1
OTHER,6,10,1,-122.453,37.768,1,1
OTHER,6,10,1,-122.452,37.719,1,1
OTHER,6,10,1,-122.452,37.769,1,1
OTHER,6,10,1,-122.448,37.782,1,1
OTHER,6,10,1,-122.442,37.775,1,1
OTHER,6,10,1,-122.433,37.786,1,1
OTHER,6,10,1,-122.432,37.78,1,1
OTHER,6,10,1,-122.43,37.726,1,1
OTHER,6,10,1,-122.43,37.784,1,1
OTHER,6,10,1,-122.426,37.761,1,1
OTHER,6,10,1,-122.424,37.772,2,2
OTHER,6,10,1,-122.417,37.712,1,1
OTHER,6,10,1,-122.417,37.758,1,1
OTHER,6,10,1,-122.417,37.768,1,1
OTHER,6,10,1,-122.413,37.741,1,1
OTHER,6,10,1,-122.412,37.783,1,1
OTHER,6,10,1,-122.412,37.799,1,1
OTHER,6,10,1,-122.411,37.736,1,1
OTHER,6,10,1,-122.41,37.782,1,1
OTHER,6,10,1,-122.408,37.712,1,1
OTHER,6,10,1,-122.406,37.782,1,1
OTHER,6,10,1,-122.399,37.739,1,1
OTHER,6,10,1,-122.397,37.73,1,1
OTHER,6,10,1,-122.395,37.781,1,1
OTHER,6,10,1,-122.394,37.733,1,1
OTHER,6,10,1,-122.394,37.783,1,1
OTHER,6,10,1,-122.394,37.792,1,1
OTHER,6,10,2,-122.509,37.774,1,1
OTHER,6,10,2,-122.479,37.743,1,1
OTHER,6,10,2,-122.475,37.725,1,1
OTHER,6,10,2,-122.464,37.738,1,1
OTHER,6,10,2,-122.46,37.725,1,1
OTHER,6,10,2,-122.459,37.735,1,1
OTHER,6,10,2,-122.451,37.79,1,1
OTHER,6,10,2,-122.45,37.72,1,1
OTHER,6,10,2,-122.446,37.776,1,1
OTHER,6,10,2,-122.435,37.716,2,2
OTHER,6,10,2,-122.428,37.778,1,1
OTHER,6,10,2,-122.427,37.778,2,2
OTHER,6,10,2,-122.425,37.778,1,1
OTHER,6,10,2,-122.422,37.756,1,1
OTHER,6,10,2,-122.421,37.767,2,2
OTHER,6,10,2,-122.42,37.769,1,1
OTHER,6,10,2,-122.419,37.761,1,1
OTHER,6,10,2,-122.418,37.752,1,1
OTHER,6,10,2,-122.418,37.787,1,1
OTHER,6,10,2,-122.417,37.775,1,1
OTHER,6,10,2,-122.416,37.777,1,1
OTHER,6,10,2,-122.414,37.772,1,1
OTHER,6,10,2,-122.41,37.799,1,1
OTHER,6,10,2,-122.409,37.753,1,1
OTHER,6,10,2,-122.407,37.789,1,1
OTHER,6,10,2,-122.406,37.754,1,1
OTHER,6,10,2,-122.405,37.785,1,1
OTHER,6,10,2,-122.405,37.786,1,1
OTHER,6,10,2,-122.404,37.754,1,1
OTHER,6,10,2,-122.403,37.775,1,1
OTHER,6,10,2,-122.399,37.787,1,1
OTHER,6,10,2,-122.397,37.796,1,1
OTHER,6,11,0,-122.514,37.778,1,1
OTHER,6,11,0,-122.507,37.774,1,1
OTHER,6,11,0,-122.482,37.761,1,1
OTHER,6,11,0,-122.476,37.763,1,1
OTHER,6,11,0,-122.474,37.782,1,1
OTHER,6,11,0,-122.464,37.78,1,1
OTHER,6,11,0,-122.458,37.774,1,1
OTHER,6,11,0,-122.451,37.769,1,1
OTHER,6,11,0,-122.445,37.787,1,1
OTHER,6,11,0,-122.444,37.735,1,1
OTHER,6,11,0,-122.443,37.795,1,1
OTHER,6,11,0,-122.442,37.76,1,1
OTHER,6,11,0,-122.439,37.783,1,1
OTHER,6,11,0,-122.436,37.733,1,1
OTHER,6,11,0,-122.433,37.759,1,1
OTHER,6,11,0,-122.431,37.761,1,1
OTHER,6,11,0,-122.43,37.78,1,1
OTHER,6,11,0,-122.428,37.784,1,1
OTHER,6,11,0,-122.423,37.744,1,1
OTHER,6,11,0,-122.423,37.784,1,1
OTHER,6,11,0,-122.422,37.743,2,2
OTHER,6,11,0,-122.422,37.761,1,1
OTHER,6,11,0,-122.422,37.782,1,1
OTHER,6,11,0,-122.421,37.767,1,1
OTHER,6,11,0,-122.42,37.73,1,1
OTHER,6,11,0,-122.419,37.768,1,1
OTHER,6,11,0,-122.418,37.77,1,1
OTHER,6,11,0,-122.417,37.75,1,1
OTHER,6,11,0,-122.415,37.794,1,1
OTHER,6,11,0,-122.413,37.777,1,1
OTHER,6,11,0,-122.413,37.778,1,1
OTHER,6,11,0,-122.412,37.785,1,1
OTHER,6,11,0,-122.41,37.764,1,1
OTHER,6,11,0,-122.41,37.783,1,1
OTHER,6,11,0,-122.408,37.784,1,1
OTHER,6,11,0,-122.407,37.756,1,1
OTHER,6,11,0,-122.405,37.784,1,1
OTHER,6,11,0,-122.404,37.782,1,1
OTHER,6,11,0,-122.4,37.717,1,1
OTHER,6,11,0,-122.4,37.738,1,1
OTHER,6,11,0,-122.399,37.789,1,1
OTHER,6,11,0,-122.396,37.758,4,4
OTHER,6,11,0,-122.394,37.781,1,1
OTHER,6,11,1,-122.477,37.746,1,1
OTHER,6,11,1,-122.477,37.78,1,1
OTHER,6,11,1,-122.47,37.719,2,2
OTHER,6,11,1,-122.464,37.761,1,1
OTHER,6,11,1,-122.441,37.772,1,1
OTHER,6,11,1,-122.43,37.769,1,1
OTHER,6,11,1,-122.421,37.755,1,1
OTHER,6,11,1,-122.415,37.781,1,1
OTHER,6,11,1,-122.415,37.784,1,1
OTHER,6,11,1,-122.414,37.753,1,1
OTHER,6,11,1,-122.414,37.78,1,1
OTHER,6,11,1,-122.411,37.781,1,1
OTHER,6,11,1,-122.409,37.784,2,2
OTHER,6,11,1,-122.409,37.796,1,1
OTHER,6,11,1,-122.407,37.781,1,1
OTHER,6,11,1,-122.407,37.795,1,1
OTHER,6,11,1,-122.406,37.776,1,1
OTHER,6,11,1,-122.402,37.762,1,1
OTHER,6,11,1,-122.395,37.786,1,1
OTHER,6,11,1,-122.393,37.737,1,1
OTHER,6,11,2,-122.482,37.775,2,2
OTHER,6,11,2,-122.471,37.737,1,1
OTHER,6,11,2,-122.462,37.752,2,2
OTHER,6,11,2,-122.441,37.76,1,1
OTHER,6,11,2,-122.439,37.777,1,1
OTHER,6,11,2,-122.435,37.762,1,1
OTHER,6,11,2,-122.428,37.72,1,1
OTHER,6,11,2,-122.422,37.762,1,1
OTHER,6,11,2,-122.421,37.744,1,1
OTHER,6,11,2,-122.42,37.778,1,1
OTHER,6,11,2,-122.42,37.787,1,1
OTHER,6,11,2,-122.418,37.76,1,1
OTHER,6,11,2,-122.417,37.712,1,1
OTHER,6,11,2,-122.416,37.751,2,2
OTHER,6,11,2,-122.412,37.753,2,2
OTHER,6,11,2,-122.411,37.787,1,1
OTHER,6,11,2,-122.407,37.776,1,1
OTHER,6,11,2,-122.407,37.785,1,1
OTHER,6,11,2,-122.406,37.783,1,1
OTHER,6,11,2,-122.403,37.775,1,1
OTHER,6,12,0,-122.51,37.772,1,1
OTHER,6,12,0,-122.508,37.761,1,1
OTHER,6,12,0,-122.505,37.78,1,1
OTHER,6,12,0,-122.471,37.741,1,1
OTHER,6,12,0,-122.467,37.782,1,1
OTHER,6,12,0,-122.46,37.749,1,1
OTHER,6,12,0,-122.455,37.775,2,2
OTHER,6,12,0,-122.451,37.768,1,1
OTHER,6,12,0,-122.449,37.777,1,1
OTHER,6,12,0,-122.447,37.77,1,1
OTHER,6,12,0,-122.443,37.748,2,2
OTHER,6,12,0,-122.44,37.785,1,1
OTHER,6,12,0,-122.437,37.734,1,1
OTHER,6,12,0,-122.429,37.777,1,1
OTHER,6,12,0,-122.424,37.776,2,2
OTHER,6,12,0,-122.423,37.785,1,1
OTHER,6,12,0,-122.423,37.789,1,1
OTHER,6,12,0,-122.421,37.782,1,1
OTHER,6,12,0,-122.42,37.743,1,1
OTHER,6,12,0,-122.418,37.749,1,1
OTHER,6,12,0,-122.418,37.777,1,1
OTHER,6,12,0,-122.417,37.779,1,1
OTHER,6,12,0,-122.415,37.739,1,1
OTHER,6,12,0,-122.414,37.782,1,1
OTHER,6,12,0,-122.414,37.79,1,1
OTHER,6,12,0,-122.413,37.78,1,1
OTHER,6,12,0,-122.413,37.786,1,1
OTHER,6,12,0,-122.411,37.779,1,1
OTHER,6,12,0,-122.409,37.787,1,1
OTHER,6,12,0,-122.407,37.714,1,1
OTHER,6,12,0,-122.407,37.757,1,1
OTHER,6,12,0,-122.407,37.788,1,1
OTHER,6,12,0,-122.406,37.786,1,1
OTHER,6,12,0,-122.403,37.793,1,1
OTHER,6,12,0,-122.401,37.791,1,1
OTHER,6,12,0,-122.4,37.778,1,1
OTHER,6,12,1,-122.51,37.764,1,1
OTHER,6,12,1,-122.503,37.738,1,1
OTHER,6,12,1,-122.485,37.784,1,1
OTHER,6,12,1,-122.473,37.786,1,1
OTHER,6,12,1,-122.47,37.725,1,1
OTHER,6,12,1,-122.454,37.741,2,2
OTHER,6,12,1,-122.447,37.782,2,2
OTHER,6,12,1,-122.444,37.792,1,1
OTHER,6,12,1,-122.436,37.725,1,1
OTHER,6,12,1,-122.435,37.724,2,2
OTHER,6,12,1,-122.433,37.727,1,1
OTHER,6,12,1,-122.426,37.76,1,1
OTHER,6,12,1,-122.423,37.786,1,1
OTHER,6,12,1,-122.416,37.783,1,1
OTHER,6,12,1,-122.414,37.78,1,1
OTHER,6,12,1,-122.414,37.784,1,1
OTHER,6,12,1,-122.413,37.76,1,1
OTHER,6,12,1,-122.412,37.753,1,1
OTHER,6,12,1,-122.411,37.713,1,1
OTHER,6,12,1,-122.41,37.782,1,1
OTHER,6,12,1,-122.409,37.781,1,1
OTHER,6,12,1,-122.407,37.798,1,1
OTHER,6,12,1,-122.406,37.786,1,1
OTHER,6,12,1,-122.403,37.775,1,1
OTHER,6,12,2,-122.487,37.785,1,1
OTHER,6,12,2,-122.481,37.717,1,1
OTHER,6,12,2,-122.475,37.737,1,1
OTHER,6,12,2,-122.473,37.732,2,2
OTHER,6,12,2,-122.446,37.718,1,1
OTHER,6,12,2,-122.439,37.784,3,3
OTHER,6,12,2,-122.433,37.767,1,1
OTHER,6,12,2,-122.422,37.762,1,1
OTHER,6,12,2,-122.422,37.763,1,1
OTHER,6,12,2,-122.421,37.765,2,2
OTHER,6,12,2,-122.418,37.751,1,1
OTHER,6,12,2,-122.415,37.779,1,1
OTHER,6,12,2,-122.414,37.776,1,1
OTHER,6,12,2,-122.41,37.783,1,1
OTHER,6,12,2,-122.408,37.766,2,2
OTHER,6,12,2,-122.394,37.727,1,1
OTHER,7,1,0,-122.51,37.764,1,1
OTHER,7,1,0,-122.503,37.764,1,1
OTHER,7,1,0,-122.501,37.781,1,1
OTHER,7,1,0,-122.498,37.761,1,1
OTHER,7,1,0,-122.492,37.735,1,1
OTHER,7,1,0,-122.484,37.765,1,1
OTHER,7,1,0,-122.476,37.729,1,1
OTHER,7,1,0,-122.464,37.78,1,1
OTHER,7,1,0,-122.459,37.747,1,1
OTHER,7,1,0,-122.454,37.71,1,1
OTHER,7,1,0,-122.447,37.761,1,1
OTHER,7,1,0,-122.443,37.716,1,1
OTHER,7,1,0,-122.438,37.721,1,1
OTHER,7,1,0,-122.438,37.726,1,1
OTHER,7,1,0,-122.438,37.784,1,1
OTHER,7,1,0,-122.433,37.731,1,1
OTHER,7,1,0,-122.426,37.766,1,1
OTHER,7,1,0,-122.422,37.784,1,1
OTHER,7,1,0,-122.421,37.766,1,1
OTHER,7,1,0,-122.421,37.791,1,1
OTHER,7,1,0,-122.42,37.756,1,1
OTHER,7,1,0,-122.419,37.732,2,2
OTHER,7,1,0,-122.419,37.784,2,2
OTHER,7,1,0,-122.416,37.782,1,1
OTHER,7,1,0,-122.415,37.782,1,1
OTHER,7,1,0,-122.415,37.788,1,1
OTHER,7,1,0,-122.414,37.735,1,1
OTHER,7,1,0,-122.414,37.765,1,1
OTHER,7,1,0,-122.413,37.757,2,2
OTHER,7,1,0,-122.408,37.781,1,1
OTHER,7,1,0,-122.404,37.711,2,2
OTHER,7,1,0,-122.404,37.712,1,1
OTHER,7,1,0,-122.404,37.752,1,1
OTHER,7,1,0,-122.404,37.794,1,1
OTHER,7,1,0,-122.403,37.775,1,1
OTHER,7,1,0,-122.401,37.712,1,1
OTHER,7,1,0,-122.401,37.789,1,1
OTHER,7,1,0,-122.399,37.792,1,1
OTHER,7,1,0,-122.396,37.738,1,1
OTHER,7,1,0,-122.396,37.794,1,1
OTHER,7,1,0,-122.395,37.735,1,1
OTHER,7,1,1,-122.51,37.772,4,4
OTHER,7,1,1,-122.498,37.732,1,1
OTHER,7,1,1,-122.492,37.764,2,2
OTHER,7,1,1,-122.478,37.764,1,1
OTHER,7,1,1,-122.471,37.776,1,1
OTHER,7,1,1,-122.467,37.766,1,1
OTHER,7,1,1,-122.465,37.726,1,1
OTHER,7,1,1,-122.465,37.748,1,1
OTHER,7,1,1,-122.464,37.78,1,1
OTHER,7,1,1,-122.463,37.717,1,1
OTHER,7,1,1,-122.455,37.724,1,1
OTHER,7,1,1,-122.451,37.781,1,1
OTHER,7,1,1,-122.448,37.782,1,1
OTHER,7,1,1,-122.447,37.776,1,1
OTHER,7,1,1,-122.441,37.757,1,1
OTHER,7,1,1,-122.436,37.735,1,1
OTHER,7,1,1,-122.435,37.785,2,2
OTHER,7,1,1,-122.433,37.784,1,1
OTHER,7,1,1,-122.432,37.727,1,1
OTHER,7,1,1,-122.427,37.731,3,3
OTHER,7,1,1,-122.426,37.758,1,1
OTHER,7,1,1,-122.423,37.777,1,1
OTHER,7,1,1,-122.422,37.773,1,1
OTHER,7,1,1,-122.42,37.765,1,1
OTHER,7,1,1,-122.419,37.757,3,3
OTHER,7,1,1,-122.419,37.76,1,1
OTHER,7,1,1,-122.418,37.759,2,2
OTHER,7,1,1,-122.417,37.76,1,1
OTHER,7,1,1,-122.417,37.777,1,1
OTHER,7,1,1,-122.417,37.779,1,1
OTHER,7,1,1,-122.416,37.76,1,1
OTHER,7,1,1,-122.414,37.78,1,1
OTHER,7,1,1,-122.414,37.783,1,1
OTHER,7,1,1,-122.413,37.774,1,1
OTHER,7,1,1,-122.413,37.781,1,1
OTHER,7,1,1,-122.411,37.782,1,1
OTHER,7,1,1,-122.41,37.782,1,1
OTHER,7,1,1,-122.41,37.783,1,1
OTHER,7,1,1,-122.41,37.799,1,1
OTHER,7,1,1,-122.409,37.78,1,1
OTHER,7,1,1,-122.409,37.789,1,1
OTHER,7,1,1,-122.408,37.777,1,1
OTHER,7,1,1,-122.408,37.784,2,2
OTHER,7,1,1,-122.408,37.794,1,1
OTHER,7,1,1,-122.407,37.78,1,1
OTHER,7,1,1,-122.407,37.785,2,2
OTHER,7,1,1,-122.407,37.788,1,1
OTHER,7,1,1,-122.406,37.783,2,2
OTHER,7,1,1,-122.404,37.723,1,1
OTHER,7,1,1,-122.404,37.796,2,2
OTHER,7,1,1,-122.404,37.798,2,2
OTHER,7,1,1,-122.403,37.775,1,1
OTHER,7,1,1,-122.402,37.789,2,2
OTHER,7,1,1,-122.401,37.785,1,1
OTHER,7,1,1,-122.393,37.793,1,1
OTHER,7,1,1,-122.391,37.773,1,1
OTHER,7,1,2,-122.479,37.726,1,1
OTHER,7,1,2,-122.478,37.786,2,2
OTHER,7,1,2,-122.476,37.737,1,1
OTHER,7,1,2,-122.475,37.721,1,1
OTHER,7,1,2,-122.472,37.773,2,2
OTHER,7,1,2,-122.466,37.716,2,2
OTHER,7,1,2,-122.464,37.724,1,1
OTHER,7,1,2,-122.464,37.76,1,1
OTHER,7,1,2,-122.454,37.717,1,1
OTHER,7,1,2,-122.441,37.761,1,1
OTHER,7,1,2,-122.436,37.775,2,2
OTHER,7,1,2,-122.43,37.731,1,1
OTHER,7,1,2,-122.43,37.772,1,1
OTHER,7,1,2,-122.429,37.768,1,1
OTHER,7,1,2,-122.428,37.791,1,1
OTHER,7,1,2,-122.421,37.753,1,1
OTHER,7,1,2,-122.421,37.754,1,1
OTHER,7,1,2,-122.421,37.767,1,1
OTHER,7,1,2,-122.42,37.776,1,1
OTHER,7,1,2,-122.42,37.786,1,1
OTHER,7,1,2,-122.419,37.76,1,1
OTHER,7,1,2,-122.419,37.761,1,1
OTHER,7,1,2,-122.416,37.759,1,1
OTHER,7,1,2,-122.415,37.778,1,1
OTHER,7,1,2,-122.415,37.786,1,1
OTHER,7,1,2,-122.414,37.78,1,1
OTHER,7,1,2,-122.413,37.794,1,1
OTHER,7,1,2,-122.412,37.779,1,1
OTHER,7,1,2,-122.408,37.745,1,1
OTHER,7,1,2,-122.407,37.787,1,1
OTHER,7,1,2,-122.407,37.788,1,1
OTHER,7,1,2,-122.405,37.719,1,1
OTHER,7,1,2,-122.402,37.784,1,1
OTHER,7,1,2,-122.401,37.716,1,1
OTHER,7,1,2,-122.4,37.713,2,2
OTHER,7,1,2,-122.397,37.782,1,1
OTHER,7,1,2,-122.395,37.73,2,2
OTHER,7,1,2,-122.394,37.787,2,2
OTHER,7,2,0,-122.506,37.75,1,1
OTHER,7,2,0,-122.486,37.73,2,2
OTHER,7,2,0,-122.485,37.761,1,1
OTHER,7,2,0,-122.483,37.715,1,1
OTHER,7,2,0,-122.483,37.746,1,1
OTHER,7,2,0,-122.477,37.762,1,1
OTHER,7,2,0,-122.466,37.741,1,1
