CAT,Day_of_month,Month_of_year,Day_Segment,Longitude,Latitude,Year,Count
THEFT,7,10,2,-122.399,37.792,1,1
THEFT,7,10,2,-122.398,37.765,1,1
THEFT,7,10,2,-122.398,37.792,1,1
THEFT,7,10,2,-122.397,37.766,1,1
THEFT,7,10,2,-122.396,37.786,1,1
THEFT,7,10,2,-122.394,37.779,1,1
THEFT,7,11,0,-122.495,37.77,1,1
THEFT,7,11,0,-122.478,37.721,1,1
THEFT,7,11,0,-122.459,37.748,1,1
THEFT,7,11,0,-122.458,37.763,1,1
THEFT,7,11,0,-122.442,37.753,1,1
THEFT,7,11,0,-122.442,37.799,1,1
THEFT,7,11,0,-122.436,37.709,1,1
THEFT,7,11,0,-122.434,37.73,1,1
THEFT,7,11,0,-122.434,37.775,2,2
THEFT,7,11,0,-122.43,37.773,1,1
THEFT,7,11,0,-122.428,37.785,1,1
THEFT,7,11,0,-122.428,37.795,1,1
THEFT,7,11,0,-122.426,37.72,1,1
THEFT,7,11,0,-122.426,37.761,1,1
THEFT,7,11,0,-122.426,37.765,1,1
THEFT,7,11,0,-122.424,37.761,1,1
THEFT,7,11,0,-122.423,37.791,1,1
THEFT,7,11,0,-122.419,37.768,2,2
THEFT,7,11,0,-122.419,37.786,1,1
THEFT,7,11,0,-122.418,37.787,1,1
THEFT,7,11,0,-122.416,37.782,1,1
THEFT,7,11,0,-122.413,37.781,1,1
THEFT,7,11,0,-122.408,37.78,1,1
THEFT,7,11,0,-122.408,37.784,1,1
THEFT,7,11,0,-122.405,37.753,1,1
THEFT,7,11,0,-122.405,37.771,1,1
THEFT,7,11,0,-122.405,37.784,1,1
THEFT,7,11,0,-122.404,37.769,1,1
THEFT,7,11,0,-122.403,37.775,2,2
THEFT,7,11,0,-122.403,37.793,1,1
THEFT,7,11,0,-122.4,37.785,2,2
THEFT,7,11,0,-122.398,37.766,1,1
THEFT,7,11,0,-122.397,37.79,1,1
THEFT,7,11,0,-122.396,37.765,1,1
THEFT,7,11,1,-122.486,37.758,1,1
THEFT,7,11,1,-122.477,37.772,1,1
THEFT,7,11,1,-122.476,37.729,2,2
THEFT,7,11,1,-122.462,37.76,1,1
THEFT,7,11,1,-122.451,37.763,1,1
THEFT,7,11,1,-122.443,37.783,1,1
THEFT,7,11,1,-122.435,37.76,1,1
THEFT,7,11,1,-122.435,37.789,1,1
THEFT,7,11,1,-122.433,37.787,1,1
THEFT,7,11,1,-122.43,37.797,1,1
THEFT,7,11,1,-122.429,37.789,1,1
THEFT,7,11,1,-122.428,37.785,1,1
THEFT,7,11,1,-122.427,37.769,10,10
THEFT,7,11,1,-122.426,37.761,1,1
THEFT,7,11,1,-122.424,37.765,1,1
THEFT,7,11,1,-122.423,37.752,1,1
THEFT,7,11,1,-122.423,37.776,2,2
THEFT,7,11,1,-122.422,37.763,1,1
THEFT,7,11,1,-122.421,37.768,1,1
THEFT,7,11,1,-122.421,37.781,1,1
THEFT,7,11,1,-122.421,37.783,1,1
THEFT,7,11,1,-122.42,37.749,1,1
THEFT,7,11,1,-122.42,37.765,1,1
THEFT,7,11,1,-122.42,37.78,1,1
THEFT,7,11,1,-122.419,37.759,1,1
THEFT,7,11,1,-122.417,37.774,1,1
THEFT,7,11,1,-122.416,37.769,1,1
THEFT,7,11,1,-122.415,37.763,1,1
THEFT,7,11,1,-122.412,37.771,2,2
THEFT,7,11,1,-122.411,37.772,1,1
THEFT,7,11,1,-122.411,37.773,1,1
THEFT,7,11,1,-122.411,37.784,1,1
THEFT,7,11,1,-122.411,37.79,1,1
THEFT,7,11,1,-122.409,37.753,1,1
THEFT,7,11,1,-122.409,37.761,1,1
THEFT,7,11,1,-122.409,37.783,1,1
THEFT,7,11,1,-122.408,37.785,2,2
THEFT,7,11,1,-122.408,37.788,1,1
THEFT,7,11,1,-122.408,37.795,1,1
THEFT,7,11,1,-122.407,37.788,1,1
THEFT,7,11,1,-122.406,37.77,1,1
THEFT,7,11,1,-122.405,37.784,1,1
THEFT,7,11,1,-122.404,37.753,1,1
THEFT,7,11,1,-122.404,37.782,2,2
THEFT,7,11,1,-122.404,37.787,1,1
THEFT,7,11,1,-122.404,37.796,1,1
THEFT,7,11,1,-122.403,37.764,1,1
THEFT,7,11,1,-122.403,37.775,4,4
THEFT,7,11,1,-122.402,37.769,1,1
THEFT,7,11,1,-122.402,37.784,1,1
THEFT,7,11,1,-122.401,37.786,1,1
THEFT,7,11,1,-122.4,37.795,1,1
THEFT,7,11,1,-122.399,37.799,1,1
THEFT,7,11,1,-122.398,37.777,1,1
THEFT,7,11,1,-122.398,37.785,1,1
THEFT,7,11,1,-122.397,37.797,1,1
THEFT,7,11,1,-122.396,37.721,1,1
THEFT,7,11,1,-122.396,37.763,1,1
THEFT,7,11,1,-122.396,37.781,1,1
THEFT,7,11,1,-122.396,37.798,1,1
THEFT,7,11,1,-122.395,37.797,2,2
THEFT,7,11,2,-122.499,37.742,1,1
THEFT,7,11,2,-122.488,37.738,1,1
THEFT,7,11,2,-122.479,37.763,1,1
THEFT,7,11,2,-122.447,37.782,1,1
THEFT,7,11,2,-122.441,37.776,1,1
THEFT,7,11,2,-122.439,37.762,1,1
THEFT,7,11,2,-122.439,37.799,1,1
THEFT,7,11,2,-122.436,37.769,1,1
THEFT,7,11,2,-122.434,37.785,1,1
THEFT,7,11,2,-122.433,37.765,1,1
THEFT,7,11,2,-122.431,37.783,2,2
THEFT,7,11,2,-122.431,37.789,2,2
THEFT,7,11,2,-122.43,37.788,1,1
THEFT,7,11,2,-122.429,37.772,1,1
THEFT,7,11,2,-122.426,37.775,2,2
THEFT,7,11,2,-122.421,37.787,1,1
THEFT,7,11,2,-122.42,37.77,2,2
THEFT,7,11,2,-122.42,37.787,1,1
THEFT,7,11,2,-122.417,37.779,1,1
THEFT,7,11,2,-122.417,37.787,1,1
THEFT,7,11,2,-122.415,37.763,1,1
THEFT,7,11,2,-122.415,37.775,1,1
THEFT,7,11,2,-122.414,37.769,1,1
THEFT,7,11,2,-122.413,37.777,1,1
THEFT,7,11,2,-122.412,37.754,1,1
THEFT,7,11,2,-122.412,37.777,1,1
THEFT,7,11,2,-122.41,37.76,1,1
THEFT,7,11,2,-122.407,37.798,2,2
THEFT,7,11,2,-122.406,37.77,2,2
THEFT,7,11,2,-122.405,37.797,1,1
THEFT,7,11,2,-122.403,37.775,1,1
THEFT,7,11,2,-122.402,37.781,1,1
THEFT,7,11,2,-122.4,37.759,1,1
THEFT,7,11,2,-122.397,37.777,1,1
THEFT,7,11,2,-122.396,37.765,1,1
THEFT,7,11,2,-122.392,37.778,1,1
THEFT,7,11,2,-122.391,37.759,1,1
THEFT,7,11,2,-122.391,37.778,1,1
THEFT,7,12,0,-122.497,37.786,1,1
THEFT,7,12,0,-122.48,37.768,1,1
THEFT,7,12,0,-122.476,37.729,1,1
THEFT,7,12,0,-122.474,37.743,1,1
THEFT,7,12,0,-122.447,37.782,1,1
THEFT,7,12,0,-122.444,37.716,1,1
THEFT,7,12,0,-122.443,37.757,1,1
THEFT,7,12,0,-122.439,37.799,1,1
THEFT,7,12,0,-122.436,37.732,1,1
THEFT,7,12,0,-122.434,37.763,1,1
THEFT,7,12,0,-122.433,37.786,1,1
THEFT,7,12,0,-122.431,37.752,1,1
THEFT,7,12,0,-122.431,37.788,1,1
THEFT,7,12,0,-122.428,37.767,1,1
THEFT,7,12,0,-122.428,37.768,1,1
THEFT,7,12,0,-122.428,37.783,1,1
THEFT,7,12,0,-122.428,37.784,1,1
THEFT,7,12,0,-122.423,37.762,1,1
THEFT,7,12,0,-122.421,37.757,1,1
THEFT,7,12,0,-122.421,37.763,1,1
THEFT,7,12,0,-122.42,37.783,1,1
THEFT,7,12,0,-122.419,37.758,1,1
THEFT,7,12,0,-122.418,37.769,1,1
THEFT,7,12,0,-122.415,37.795,1,1
THEFT,7,12,0,-122.413,37.791,1,1
THEFT,7,12,0,-122.408,37.784,1,1
THEFT,7,12,0,-122.408,37.785,1,1
THEFT,7,12,0,-122.407,37.786,1,1
THEFT,7,12,0,-122.406,37.775,1,1
THEFT,7,12,0,-122.405,37.786,1,1
THEFT,7,12,0,-122.405,37.796,1,1
THEFT,7,12,0,-122.403,37.775,2,2
THEFT,7,12,0,-122.402,37.766,1,1
THEFT,7,12,0,-122.402,37.774,1,1
THEFT,7,12,0,-122.401,37.77,1,1
THEFT,7,12,0,-122.399,37.786,1,1
THEFT,7,12,0,-122.399,37.799,2,2
THEFT,7,12,0,-122.398,37.791,1,1
THEFT,7,12,0,-122.398,37.797,1,1
THEFT,7,12,0,-122.396,37.762,1,1
THEFT,7,12,0,-122.394,37.753,1,1
THEFT,7,12,1,-122.514,37.778,1,1
THEFT,7,12,1,-122.51,37.767,1,1
THEFT,7,12,1,-122.474,37.717,1,1
THEFT,7,12,1,-122.465,37.709,1,1
THEFT,7,12,1,-122.459,37.767,1,1
THEFT,7,12,1,-122.45,37.77,1,1
THEFT,7,12,1,-122.449,37.77,1,1
THEFT,7,12,1,-122.448,37.782,1,1
THEFT,7,12,1,-122.447,37.782,1,1
THEFT,7,12,1,-122.435,37.75,1,1
THEFT,7,12,1,-122.435,37.772,1,1
THEFT,7,12,1,-122.435,37.785,1,1
THEFT,7,12,1,-122.435,37.786,1,1
THEFT,7,12,1,-122.434,37.751,1,1
THEFT,7,12,1,-122.433,37.784,1,1
THEFT,7,12,1,-122.431,37.764,1,1
THEFT,7,12,1,-122.431,37.786,1,1
THEFT,7,12,1,-122.425,37.784,2,2
THEFT,7,12,1,-122.424,37.781,1,1
THEFT,7,12,1,-122.424,37.782,1,1
THEFT,7,12,1,-122.423,37.752,1,1
THEFT,7,12,1,-122.421,37.752,1,1
THEFT,7,12,1,-122.421,37.775,1,1
THEFT,7,12,1,-122.421,37.782,2,2
THEFT,7,12,1,-122.42,37.765,1,1
THEFT,7,12,1,-122.42,37.778,1,1
THEFT,7,12,1,-122.42,37.79,1,1
THEFT,7,12,1,-122.414,37.772,1,1
THEFT,7,12,1,-122.414,37.777,1,1
THEFT,7,12,1,-122.413,37.773,1,1
THEFT,7,12,1,-122.41,37.784,1,1
THEFT,7,12,1,-122.406,37.727,1,1
THEFT,7,12,1,-122.406,37.791,1,1
THEFT,7,12,1,-122.404,37.729,1,1
THEFT,7,12,1,-122.404,37.772,1,1
THEFT,7,12,1,-122.403,37.775,3,3
THEFT,7,12,1,-122.402,37.769,1,1
THEFT,7,12,1,-122.4,37.785,1,1
THEFT,7,12,1,-122.399,37.794,1,1
THEFT,7,12,1,-122.398,37.762,1,1
THEFT,7,12,1,-122.398,37.78,1,1
THEFT,7,12,1,-122.398,37.798,1,1
THEFT,7,12,1,-122.397,37.786,1,1
THEFT,7,12,1,-122.397,37.788,1,1
THEFT,7,12,1,-122.396,37.79,2,2
THEFT,7,12,2,-122.492,37.782,1,1
THEFT,7,12,2,-122.472,37.722,1,1
THEFT,7,12,2,-122.459,37.78,1,1
THEFT,7,12,2,-122.445,37.716,1,1
THEFT,7,12,2,-122.443,37.783,1,1
THEFT,7,12,2,-122.44,37.798,1,1
THEFT,7,12,2,-122.438,37.775,1,1
THEFT,7,12,2,-122.438,37.799,1,1
THEFT,7,12,2,-122.434,37.748,1,1
THEFT,7,12,2,-122.431,37.766,2,2
THEFT,7,12,2,-122.431,37.785,1,1
THEFT,7,12,2,-122.429,37.79,1,1
THEFT,7,12,2,-122.428,37.767,1,1
THEFT,7,12,2,-122.427,37.738,1,1
THEFT,7,12,2,-122.425,37.789,1,1
THEFT,7,12,2,-122.425,37.794,1,1
THEFT,7,12,2,-122.424,37.76,2,2
THEFT,7,12,2,-122.424,37.763,1,1
THEFT,7,12,2,-122.423,37.771,1,1
THEFT,7,12,2,-122.422,37.758,1,1
THEFT,7,12,2,-122.422,37.762,1,1
THEFT,7,12,2,-122.422,37.781,2,2
THEFT,7,12,2,-122.422,37.787,1,1
THEFT,7,12,2,-122.421,37.775,1,1
THEFT,7,12,2,-122.421,37.788,1,1
THEFT,7,12,2,-122.42,37.76,1,1
THEFT,7,12,2,-122.42,37.765,1,1
THEFT,7,12,2,-122.419,37.753,1,1
THEFT,7,12,2,-122.419,37.775,1,1
THEFT,7,12,2,-122.419,37.784,1,1
THEFT,7,12,2,-122.419,37.792,1,1
THEFT,7,12,2,-122.418,37.763,1,1
THEFT,7,12,2,-122.418,37.783,1,1
THEFT,7,12,2,-122.417,37.786,1,1
THEFT,7,12,2,-122.417,37.788,2,2
THEFT,7,12,2,-122.416,37.764,1,1
THEFT,7,12,2,-122.415,37.781,1,1
THEFT,7,12,2,-122.411,37.771,1,1
THEFT,7,12,2,-122.411,37.772,1,1
THEFT,7,12,2,-122.411,37.776,1,1
THEFT,7,12,2,-122.411,37.792,1,1
THEFT,7,12,2,-122.41,37.75,1,1
THEFT,7,12,2,-122.409,37.784,1,1
THEFT,7,12,2,-122.409,37.785,1,1
THEFT,7,12,2,-122.407,37.78,1,1
THEFT,7,12,2,-122.407,37.788,1,1
THEFT,7,12,2,-122.406,37.713,2,2
THEFT,7,12,2,-122.406,37.788,1,1
THEFT,7,12,2,-122.404,37.785,1,1
THEFT,7,12,2,-122.403,37.775,2,2
THEFT,7,12,2,-122.402,37.724,1,1
THEFT,7,12,2,-122.399,37.799,2,2
THEFT,7,12,2,-122.397,37.773,1,1
THEFT,7,12,2,-122.397,37.799,1,1
THEFT,7,12,2,-122.395,37.797,1,1
THEFT,7,12,2,-122.392,37.782,1,1
THEFT,7,12,2,-122.391,37.781,1,1
THEFT,8,1,0,-122.506,37.758,1,1
THEFT,8,1,0,-122.496,37.749,1,1
THEFT,8,1,0,-122.478,37.731,2,2
THEFT,8,1,0,-122.476,37.729,1,1
THEFT,8,1,0,-122.471,37.761,1,1
THEFT,8,1,0,-122.466,37.765,1,1
THEFT,8,1,0,-122.466,37.766,1,1
THEFT,8,1,0,-122.454,37.746,1,1
THEFT,8,1,0,-122.453,37.768,1,1
THEFT,8,1,0,-122.45,37.782,1,1
THEFT,8,1,0,-122.448,37.735,1,1
THEFT,8,1,0,-122.441,37.772,2,2
THEFT,8,1,0,-122.441,37.783,1,1
THEFT,8,1,0,-122.434,37.734,1,1
THEFT,8,1,0,-122.434,37.761,1,1
THEFT,8,1,0,-122.434,37.79,2,2
THEFT,8,1,0,-122.433,37.776,1,1
THEFT,8,1,0,-122.431,37.783,1,1
THEFT,8,1,0,-122.431,37.798,1,1
THEFT,8,1,0,-122.428,37.759,1,1
THEFT,8,1,0,-122.426,37.761,1,1
THEFT,8,1,0,-122.426,37.784,1,1
THEFT,8,1,0,-122.426,37.789,1,1
THEFT,8,1,0,-122.425,37.785,1,1
THEFT,8,1,0,-122.424,37.767,1,1
THEFT,8,1,0,-122.424,37.782,1,1
THEFT,8,1,0,-122.423,37.792,1,1
THEFT,8,1,0,-122.422,37.768,1,1
THEFT,8,1,0,-122.422,37.782,1,1
THEFT,8,1,0,-122.422,37.784,1,1
THEFT,8,1,0,-122.422,37.788,1,1
THEFT,8,1,0,-122.42,37.786,1,1
THEFT,8,1,0,-122.419,37.774,1,1
THEFT,8,1,0,-122.419,37.781,1,1
THEFT,8,1,0,-122.419,37.784,1,1
THEFT,8,1,0,-122.419,37.792,1,1
THEFT,8,1,0,-122.416,37.765,1,1
THEFT,8,1,0,-122.415,37.749,1,1
THEFT,8,1,0,-122.415,37.784,1,1
THEFT,8,1,0,-122.413,37.769,1,1
THEFT,8,1,0,-122.413,37.781,1,1
THEFT,8,1,0,-122.413,37.794,1,1
THEFT,8,1,0,-122.412,37.775,1,1
THEFT,8,1,0,-122.41,37.766,3,3
THEFT,8,1,0,-122.41,37.782,2,2
THEFT,8,1,0,-122.41,37.783,1,1
THEFT,8,1,0,-122.409,37.731,1,1
THEFT,8,1,0,-122.409,37.758,1,1
THEFT,8,1,0,-122.407,37.787,1,1
THEFT,8,1,0,-122.405,37.784,1,1
THEFT,8,1,0,-122.403,37.769,1,1
THEFT,8,1,0,-122.403,37.775,4,4
THEFT,8,1,0,-122.402,37.768,1,1
THEFT,8,1,0,-122.402,37.799,1,1
THEFT,8,1,0,-122.4,37.781,1,1
THEFT,8,1,0,-122.398,37.795,1,1
THEFT,8,1,0,-122.398,37.796,1,1
THEFT,8,1,0,-122.397,37.783,1,1
THEFT,8,1,0,-122.397,37.799,1,1
THEFT,8,1,0,-122.394,37.719,1,1
THEFT,8,1,0,-122.394,37.776,1,1
THEFT,8,1,1,-122.5,37.777,1,1
THEFT,8,1,1,-122.485,37.78,1,1
THEFT,8,1,1,-122.479,37.763,1,1
THEFT,8,1,1,-122.477,37.764,1,1
THEFT,8,1,1,-122.476,37.729,2,2
THEFT,8,1,1,-122.474,37.784,1,1
THEFT,8,1,1,-122.469,37.783,1,1
THEFT,8,1,1,-122.468,37.783,1,1
THEFT,8,1,1,-122.466,37.739,1,1
THEFT,8,1,1,-122.463,37.728,1,1
THEFT,8,1,1,-122.462,37.783,1,1
THEFT,8,1,1,-122.456,37.775,1,1
THEFT,8,1,1,-122.452,37.733,1,1
THEFT,8,1,1,-122.451,37.782,1,1
THEFT,8,1,1,-122.444,37.77,1,1
THEFT,8,1,1,-122.442,37.724,1,1
THEFT,8,1,1,-122.441,37.716,1,1
THEFT,8,1,1,-122.438,37.733,1,1
THEFT,8,1,1,-122.437,37.725,1,1
THEFT,8,1,1,-122.436,37.727,1,1
THEFT,8,1,1,-122.435,37.714,1,1
THEFT,8,1,1,-122.435,37.762,1,1
THEFT,8,1,1,-122.435,37.784,1,1
THEFT,8,1,1,-122.435,37.789,1,1
THEFT,8,1,1,-122.434,37.736,1,1
THEFT,8,1,1,-122.433,37.763,1,1
THEFT,8,1,1,-122.433,37.777,1,1
THEFT,8,1,1,-122.433,37.799,1,1
THEFT,8,1,1,-122.432,37.782,2,2
THEFT,8,1,1,-122.431,37.785,4,4
THEFT,8,1,1,-122.431,37.798,1,1
THEFT,8,1,1,-122.428,37.792,1,1
THEFT,8,1,1,-122.427,37.718,1,1
THEFT,8,1,1,-122.427,37.788,1,1
THEFT,8,1,1,-122.424,37.774,1,1
THEFT,8,1,1,-122.423,37.79,1,1
THEFT,8,1,1,-122.422,37.762,1,1
THEFT,8,1,1,-122.422,37.777,1,1
THEFT,8,1,1,-122.422,37.785,1,1
THEFT,8,1,1,-122.422,37.79,1,1
THEFT,8,1,1,-122.421,37.759,1,1
THEFT,8,1,1,-122.421,37.783,1,1
THEFT,8,1,1,-122.421,37.785,1,1
THEFT,8,1,1,-122.42,37.764,1,1
THEFT,8,1,1,-122.42,37.765,2,2
THEFT,8,1,1,-122.42,37.767,1,1
THEFT,8,1,1,-122.42,37.77,1,1
THEFT,8,1,1,-122.42,37.789,1,1
THEFT,8,1,1,-122.419,37.755,1,1
THEFT,8,1,1,-122.419,37.759,2,2
THEFT,8,1,1,-122.418,37.788,1,1
THEFT,8,1,1,-122.417,37.751,1,1
THEFT,8,1,1,-122.417,37.779,1,1
THEFT,8,1,1,-122.417,37.783,1,1
THEFT,8,1,1,-122.417,37.799,1,1
THEFT,8,1,1,-122.416,37.755,1,1
THEFT,8,1,1,-122.415,37.764,1,1
THEFT,8,1,1,-122.414,37.786,1,1
THEFT,8,1,1,-122.414,37.789,1,1
THEFT,8,1,1,-122.413,37.765,1,1
THEFT,8,1,1,-122.413,37.785,1,1
THEFT,8,1,1,-122.412,37.749,1,1
THEFT,8,1,1,-122.412,37.764,1,1
THEFT,8,1,1,-122.412,37.771,1,1
THEFT,8,1,1,-122.412,37.776,1,1
THEFT,8,1,1,-122.412,37.785,2,2
THEFT,8,1,1,-122.411,37.757,1,1
THEFT,8,1,1,-122.411,37.763,1,1
THEFT,8,1,1,-122.411,37.776,1,1
THEFT,8,1,1,-122.411,37.777,1,1
THEFT,8,1,1,-122.41,37.766,1,1
THEFT,8,1,1,-122.409,37.776,1,1
THEFT,8,1,1,-122.408,37.784,4,4
THEFT,8,1,1,-122.407,37.731,1,1
THEFT,8,1,1,-122.407,37.793,1,1
THEFT,8,1,1,-122.406,37.77,1,1
THEFT,8,1,1,-122.406,37.787,2,2
THEFT,8,1,1,-122.406,37.789,1,1
THEFT,8,1,1,-122.406,37.797,1,1
THEFT,8,1,1,-122.405,37.784,1,1
THEFT,8,1,1,-122.404,37.742,1,1
THEFT,8,1,1,-122.404,37.772,2,2
THEFT,8,1,1,-122.404,37.787,1,1
THEFT,8,1,1,-122.403,37.775,6,6
THEFT,8,1,1,-122.403,37.785,1,1
THEFT,8,1,1,-122.402,37.755,1,1
THEFT,8,1,1,-122.401,37.792,1,1
THEFT,8,1,1,-122.401,37.794,1,1
THEFT,8,1,1,-122.4,37.792,1,1
THEFT,8,1,1,-122.399,37.784,1,1
THEFT,8,1,1,-122.397,37.763,1,1
THEFT,8,1,1,-122.396,37.783,1,1
THEFT,8,1,2,-122.507,37.759,1,1
THEFT,8,1,2,-122.499,37.778,1,1
THEFT,8,1,2,-122.481,37.78,1,1
THEFT,8,1,2,-122.479,37.754,1,1
THEFT,8,1,2,-122.467,37.78,1,1
THEFT,8,1,2,-122.465,37.733,1,1
THEFT,8,1,2,-122.46,37.718,1,1
THEFT,8,1,2,-122.454,37.741,1,1
THEFT,8,1,2,-122.454,37.744,1,1
THEFT,8,1,2,-122.453,37.769,1,1
THEFT,8,1,2,-122.446,37.715,1,1
THEFT,8,1,2,-122.445,37.77,1,1
THEFT,8,1,2,-122.445,37.799,1,1
THEFT,8,1,2,-122.441,37.778,1,1
THEFT,8,1,2,-122.438,37.775,1,1
THEFT,8,1,2,-122.437,37.788,1,1
THEFT,8,1,2,-122.435,37.732,1,1
THEFT,8,1,2,-122.433,37.763,1,1
THEFT,8,1,2,-122.432,37.78,1,1
THEFT,8,1,2,-122.432,37.798,1,1
THEFT,8,1,2,-122.431,37.783,4,4
THEFT,8,1,2,-122.43,37.785,1,1
THEFT,8,1,2,-122.428,37.734,1,1
THEFT,8,1,2,-122.428,37.745,1,1
THEFT,8,1,2,-122.428,37.778,1,1
THEFT,8,1,2,-122.428,37.785,1,1
THEFT,8,1,2,-122.428,37.795,2,2
THEFT,8,1,2,-122.427,37.789,1,1
THEFT,8,1,2,-122.425,37.786,1,1
THEFT,8,1,2,-122.423,37.758,1,1
THEFT,8,1,2,-122.423,37.759,1,1
THEFT,8,1,2,-122.423,37.791,1,1
THEFT,8,1,2,-122.423,37.798,1,1
THEFT,8,1,2,-122.422,37.765,1,1
THEFT,8,1,2,-122.421,37.775,1,1
THEFT,8,1,2,-122.42,37.768,1,1
THEFT,8,1,2,-122.42,37.77,1,1
THEFT,8,1,2,-122.419,37.748,1,1
THEFT,8,1,2,-122.419,37.761,1,1
THEFT,8,1,2,-122.417,37.787,1,1
THEFT,8,1,2,-122.417,37.798,1,1
THEFT,8,1,2,-122.414,37.786,1,1
THEFT,8,1,2,-122.414,37.79,1,1
THEFT,8,1,2,-122.413,37.731,1,1
THEFT,8,1,2,-122.413,37.788,1,1
THEFT,8,1,2,-122.412,37.764,1,1
THEFT,8,1,2,-122.412,37.771,1,1
THEFT,8,1,2,-122.411,37.771,1,1
THEFT,8,1,2,-122.41,37.766,1,1
THEFT,8,1,2,-122.41,37.787,1,1
THEFT,8,1,2,-122.409,37.761,1,1
THEFT,8,1,2,-122.409,37.773,1,1
THEFT,8,1,2,-122.408,37.784,1,1
THEFT,8,1,2,-122.408,37.786,1,1
THEFT,8,1,2,-122.403,37.775,2,2
THEFT,8,1,2,-122.402,37.771,1,1
THEFT,8,1,2,-122.402,37.792,1,1
THEFT,8,1,2,-122.401,37.72,1,1
THEFT,8,1,2,-122.401,37.787,1,1
THEFT,8,1,2,-122.4,37.738,2,2
THEFT,8,1,2,-122.399,37.788,1,1
THEFT,8,1,2,-122.399,37.793,1,1
THEFT,8,1,2,-122.397,37.786,1,1
THEFT,8,1,2,-122.396,37.754,1,1
THEFT,8,1,2,-122.395,37.797,1,1
THEFT,8,1,2,-122.394,37.72,1,1
THEFT,8,1,2,-122.394,37.729,1,1
THEFT,8,1,2,-122.392,37.778,1,1
THEFT,8,2,0,-122.511,37.774,1,1
THEFT,8,2,0,-122.492,37.733,1,1
THEFT,8,2,0,-122.483,37.744,1,1
THEFT,8,2,0,-122.48,37.763,1,1
THEFT,8,2,0,-122.479,37.78,1,1
THEFT,8,2,0,-122.475,37.743,1,1
THEFT,8,2,0,-122.472,37.731,1,1
THEFT,8,2,0,-122.466,37.773,1,1
THEFT,8,2,0,-122.465,37.773,1,1
THEFT,8,2,0,-122.464,37.709,1,1
THEFT,8,2,0,-122.464,37.763,1,1
THEFT,8,2,0,-122.463,37.712,1,1
THEFT,8,2,0,-122.452,37.726,1,1
THEFT,8,2,0,-122.452,37.745,1,1
THEFT,8,2,0,-122.449,37.736,1,1
THEFT,8,2,0,-122.447,37.795,1,1
THEFT,8,2,0,-122.441,37.772,1,1
THEFT,8,2,0,-122.438,37.784,1,1
THEFT,8,2,0,-122.433,37.786,1,1
THEFT,8,2,0,-122.432,37.786,1,1
THEFT,8,2,0,-122.432,37.798,1,1
THEFT,8,2,0,-122.428,37.732,1,1
THEFT,8,2,0,-122.428,37.763,1,1
THEFT,8,2,0,-122.427,37.769,1,1
THEFT,8,2,0,-122.426,37.738,1,1
THEFT,8,2,0,-122.426,37.778,1,1
THEFT,8,2,0,-122.424,37.781,1,1
THEFT,8,2,0,-122.423,37.787,2,2
THEFT,8,2,0,-122.422,37.768,1,1
THEFT,8,2,0,-122.422,37.773,1,1
THEFT,8,2,0,-122.422,37.796,1,1
THEFT,8,2,0,-122.421,37.754,1,1
THEFT,8,2,0,-122.421,37.783,1,1
THEFT,8,2,0,-122.42,37.725,1,1
THEFT,8,2,0,-122.42,37.739,1,1
THEFT,8,2,0,-122.42,37.771,1,1
THEFT,8,2,0,-122.417,37.78,1,1
THEFT,8,2,0,-122.416,37.739,1,1
THEFT,8,2,0,-122.414,37.782,2,2
THEFT,8,2,0,-122.413,37.759,1,1
THEFT,8,2,0,-122.412,37.784,1,1
THEFT,8,2,0,-122.411,37.771,1,1
THEFT,8,2,0,-122.411,37.776,1,1
THEFT,8,2,0,-122.41,37.71,2,2
THEFT,8,2,0,-122.408,37.765,1,1
THEFT,8,2,0,-122.408,37.786,1,1
THEFT,8,2,0,-122.408,37.788,1,1
THEFT,8,2,0,-122.408,37.793,1,1
THEFT,8,2,0,-122.407,37.787,1,1
THEFT,8,2,0,-122.406,37.791,1,1
THEFT,8,2,0,-122.405,37.715,2,2
THEFT,8,2,0,-122.405,37.777,1,1
THEFT,8,2,0,-122.405,37.786,1,1
THEFT,8,2,0,-122.405,37.79,1,1
THEFT,8,2,0,-122.404,37.744,1,1
THEFT,8,2,0,-122.403,37.775,1,1
THEFT,8,2,0,-122.403,37.78,1,1
THEFT,8,2,0,-122.398,37.794,1,1
THEFT,8,2,0,-122.396,37.736,1,1
THEFT,8,2,0,-122.396,37.798,1,1
THEFT,8,2,0,-122.391,37.772,1,1
THEFT,8,2,1,-122.514,37.778,1,1
THEFT,8,2,1,-122.497,37.772,1,1
THEFT,8,2,1,-122.495,37.782,1,1
THEFT,8,2,1,-122.492,37.782,1,1
THEFT,8,2,1,-122.486,37.754,1,1
THEFT,8,2,1,-122.483,37.733,1,1
THEFT,8,2,1,-122.477,37.755,1,1
THEFT,8,2,1,-122.476,37.729,1,1
THEFT,8,2,1,-122.476,37.731,1,1
THEFT,8,2,1,-122.476,37.78,1,1
THEFT,8,2,1,-122.473,37.743,1,1
THEFT,8,2,1,-122.471,37.741,1,1
THEFT,8,2,1,-122.469,37.783,1,1
THEFT,8,2,1,-122.466,37.766,1,1
THEFT,8,2,1,-122.466,37.773,3,3
THEFT,8,2,1,-122.466,37.776,1,1
THEFT,8,2,1,-122.465,37.764,1,1
