Date,Open,High,Low,Close,Adj Close,Volume
2017-04-05,144.220001,145.460007,143.809998,144.020004,141.777161,27717900
2017-04-06,144.289993,144.520004,143.449997,143.660004,141.422775,21149000
2017-04-07,143.729996,144.179993,143.270004,143.339996,141.107742,16672200
2017-04-10,143.600006,143.880005,142.899994,143.169998,140.940399,18933400
2017-04-11,142.940002,143.350006,140.059998,141.630005,139.424393,30379400
2017-04-12,141.600006,142.149994,141.009995,141.800003,139.591736,20350000
2017-04-13,141.910004,142.380005,141.050003,141.050003,138.853424,17822900
2017-04-17,141.479996,141.880005,140.869995,141.830002,139.621262,16582100
2017-04-18,141.410004,142.039993,141.110001,141.199997,139.001068,14697500
2017-04-19,141.880005,142.000000,140.449997,140.679993,138.489182,17328400
2017-04-20,141.220001,142.919998,141.160004,142.440002,140.221756,23319600
2017-04-21,142.440002,142.679993,141.850006,142.270004,140.054428,17320900
2017-04-24,143.500000,143.949997,143.179993,143.639999,141.403061,17134300
2017-04-25,143.910004,144.899994,143.869995,144.529999,142.279205,18871500
2017-04-26,144.470001,144.600006,143.380005,143.679993,141.442444,20041200
2017-04-27,143.919998,144.160004,143.309998,143.789993,141.550751,14246300
2017-04-28,144.089996,144.300003,143.270004,143.649994,141.412903,20860400
2017-05-01,145.100006,147.199997,144.960007,146.580002,144.297287,33602900
2017-05-02,147.539993,148.089996,146.839996,147.509995,145.212799,45352200
2017-05-03,145.589996,147.490005,144.270004,147.059998,144.769821,45697000
2017-05-04,146.520004,147.139999,145.809998,146.529999,144.248062,23371900
2017-05-05,146.759995,148.979996,146.759995,148.960007,146.640244,27327700
2017-05-08,149.029999,153.699997,149.029999,153.009995,150.627151,48752400
2017-05-09,153.869995,154.880005,153.449997,153.990005,151.591904,39130400
2017-05-10,153.630005,153.940002,152.110001,153.259995,150.873260,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,152.178070,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,154.303329,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,153.907913,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,153.680573,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,148.520660,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,150.784286,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,151.298309,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,152.217606,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,152.029800,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,151.575073,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,152.098969,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,151.841980,21701100
2017-05-30,153.419998,154.429993,153.330002,153.669998,151.901276,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,151.001770,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,151.416931,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,153.660797,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,152.158295,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,152.672318,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,153.581726,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,153.206100,21250800
2017-06-09,155.190002,155.190002,146.020004,148.979996,147.265274,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,143.746231,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,144.902771,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,143.489243,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,142.629242,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,140.632507,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,144.655655,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,143.340958,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,144.191055,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,143.953842,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,144.596344,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,144.141663,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,142.075699,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,144.151520,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,142.026260,31499400
2017-06-30,144.449997,144.960007,143.779999,144.020004,142.362366,23024100
2017-07-03,144.880005,145.300003,143.100006,143.500000,141.848343,14258300
2017-07-05,143.690002,144.789993,142.720001,144.089996,142.431549,21569600
2017-07-06,143.020004,143.500000,142.410004,142.729996,141.087204,24128800
2017-07-07,142.899994,144.750000,142.899994,144.179993,142.520508,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,143.390381,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,143.854965,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,144.062561,24884500
2017-07-13,145.500000,148.490005,145.440002,147.770004,146.069214,25199400
